title,budget,revenue,imdb_rating,runtime,main_genre,roi
The Lion Men,3200000.0,1668380.0,6.3,130.0,Family,-47.86
The Revenant,135000000.0,532950503.0,8.0,157.0,Western,294.78
The Mummy,125000000.0,409231607.0,5.4,110.0,Fantasy,227.39
My Old Lady,5000000.0,7527232.0,6.4,107.0,Romance,50.54
Hate Story 2,2300000.0,4600000.0,4.4,130.0,Drama,100.0
The Admiral: Roaring Currents,9500000.0,138342258.0,7.1,126.0,War,1356.23
The Pyramid,6500000.0,16861137.0,4.7,89.0,Horror,159.4
Irrational Man,11000000.0,27391084.0,6.6,95.0,Drama,149.01
99 Homes,8000000.0,1411927.0,7.1,112.0,Drama,-82.35
Miss Peregrine's Home for Peculiar Children,110000000.0,296482446.0,6.7,127.0,Fantasy,169.53
Sinister 2,10000000.0,53329150.0,5.3,97.0,Horror,433.29
The Light Between Oceans,20000000.0,25975621.0,7.2,133.0,Drama,29.88
Evangelion: 3.0+1.0 Thrice Upon a Time,29700000.0,93882453.0,8.0,155.0,Animation,216.1
Beasts of No Nation,6000000.0,9077700.0,7.7,137.0,Drama,51.3
The Postman's White Nights,1409700.0,42491.0,7.0,90.0,Drama,-96.99
Guardians of the Galaxy Vol. 2,200000000.0,863756051.0,7.6,137.0,Science Fiction,331.88
Doctor Strange,180000000.0,676343174.0,7.5,115.0,Action,275.75
Thor: Ragnarok,180000000.0,855301806.0,7.9,131.0,Action,375.17
Black Panther,200000000.0,1349926083.0,7.3,135.0,Action,574.96
Cake,7000000.0,2360281.0,6.4,102.0,Drama,-66.28
Burning,25000000.0,6015494.0,6.2,93.0,Action,-75.94
Mary Kom,224056.0,15536328.0,6.8,122.0,Action,6834.13
Still Alice,5000000.0,44779195.0,7.5,100.0,Drama,795.58
Top Five,12000000.0,26117471.0,6.4,102.0,Drama,117.65
The Gambler,25000000.0,39171130.0,6.0,111.0,Thriller,56.68
31,1500000.0,850419.0,5.1,102.0,Horror,-43.31
Corrections Class,1500000.0,156888.0,6.9,98.0,Drama,-89.54
The Pirates,13000000.0,64400000.0,6.5,130.0,Action,395.38
Salem: His Sister's Father,800000.0,100000.0,3.1,100.0,Action,-87.5
The Walk,35000000.0,61181942.0,7.3,123.0,History,74.81
Singham Returns,13000000.0,26000000.0,5.7,142.0,Action,100.0
The Last Breath,3800000.0,559298.0,6.7,104.0,Crime,-85.28
Grindhouse,60000000.0,25422088.0,7.5,191.0,Thriller,-57.63
Valentino,1300000.0,1550000.0,5.7,102.0,Drama,19.23
Comic 8,416000.0,2822761.0,6.8,105.0,Action,578.55
Upendra,340000.0,17000000.0,8.8,138.0,Thriller,4900.0
The Martian,108000000.0,631058917.0,8.0,141.0,Drama,484.31
Edward Lee's the Bighead,45000.0,100000.0,6.1,24.0,Horror,122.22
Treehouse,3250000.0,3250000.0,3.8,96.0,Thriller,0.0
5 Flights Up,6000000.0,1020921.0,6.2,92.0,Drama,-82.98
Ho Ho Ho 2: A Family Lottery,1.0,2.0,6.0,95.0,Family,100.0
Two Night Stand,1645000.0,868081.0,6.3,86.0,Romance,-47.23
Paper Towns,12000000.0,85500000.0,6.2,109.0,Mystery,612.5
Max Steel,10000000.0,6272403.0,4.6,92.0,Action,-37.28
Bunshinsaba,300000.0,8995240.0,4.0,94.0,Mystery,2898.41
The Battles of Coronel and Falkland Islands,1603469.0,6241682.0,7.2,106.0,Drama,289.26
Maggie,4000000.0,187112.0,5.6,95.0,Horror,-95.32
Margarita with a Straw,900000.0,1000000.0,7.2,100.0,Drama,11.11
Saint Seiya: Legend of Sanctuary,8000000.0,17150803.0,5.4,93.0,Action,114.39
Dukhtar,23000.0,57000.0,6.9,93.0,Drama,147.83
Mardaani,2121476.0,7557761.0,7.3,113.0,Action,256.25
Raja Natwarlal,5.0,4.0,6.2,141.0,Thriller,-20.0
Krampus,15000000.0,61800000.0,6.2,98.0,Horror,312.0
Midnight Sun,12758853.0,3016126.0,6.0,98.0,Family,-76.36
Shazam!,80000000.0,367799011.0,7.0,132.0,Action,359.75
The Transporter Refueled,25000000.0,72629670.0,5.2,95.0,Action,190.52
Catherine's Grove,2000000.0,26641.0,4.5,91.0,Thriller,-98.67
The Woman in Black 2: Angel of Death,15000000.0,48854305.0,4.8,98.0,Thriller,225.7
Dofus - Book I: Julith,8027100.0,624747.0,7.5,108.0,Animation,-92.22
The Zookeeper's Wife,20000000.0,26152835.0,7.0,126.0,Drama,30.76
Lady Bloodfight,10000000.0,13109.0,5.6,97.0,Action,-99.87
Outcast,25000000.0,5148503.0,4.6,98.0,Action,-79.41
An Odd Evening in April,480334.0,250000.0,5.1,98.0,Romance,-47.95
The Handmaiden,8575000.0,38600000.0,8.1,145.0,Thriller,350.15
The Last Petal,25000.0,50000.0,7.2,27.0,Animation,100.0
The Nice Guys,50000000.0,71261763.0,7.4,116.0,Comedy,42.52
The Mountain Between Us,35000000.0,62832209.0,6.4,109.0,Drama,79.52
The Huntsman: Winter's War,115000000.0,164989338.0,6.1,114.0,Action,43.47
Yuri Gagarin Conspiracy: Fallen Idol,150000.0,14471.0,7.4,90.0,Documentary,-90.35
Secret in Their Eyes,19500000.0,34854990.0,6.3,111.0,Thriller,78.74
Tracers,11000000.0,593683.0,5.6,94.0,Action,-94.6
Winx Club: The Mystery of the Abyss,14905188.0,5337409.0,5.5,83.0,Family,-64.19
Terminator: Dark Fate,185000000.0,261119292.0,6.2,128.0,Science Fiction,41.15
Kung Fu Jungle,25000000.0,129115.0,6.4,100.0,Action,-99.48
Wyrmwood: Road of the Dead,160000.0,111141.0,6.2,98.0,Horror,-30.54
Pyaar Vali Love Story,1400000.0,940000.0,6.9,133.0,Drama,-32.86
Anomalisa,8000000.0,5700000.0,7.2,91.0,Animation,-28.75
A Long Way Off,500000.0,28951.0,4.6,105.0,Romance,-94.21
Rules Don't Apply,25000000.0,3900000.0,5.7,127.0,Romance,-84.4
A Matter of Faith,600000.0,677577.0,3.7,88.0,Drama,12.93
The Sea of Trees,15000000.0,909000.0,6.1,110.0,Drama,-93.94
Now You See Me 2,120000000.0,334897606.0,6.4,129.0,Thriller,179.08
Dirty Grandpa,11500000.0,94100000.0,5.9,102.0,Comedy,718.26
The Death & Life of John F. Donovan,35000000.0,3326364.0,6.1,123.0,Drama,-90.5
Richard Jewell,45000000.0,33900000.0,7.5,131.0,Drama,-24.67
The Snow Queen 2: Refreeze,6500000.0,15640057.0,5.8,78.0,Fantasy,140.62
Sweet Country,3200000.0,2000000.0,4.8,150.0,Drama,-37.5
Sunshine Superman,400000.0,88097.0,6.9,100.0,Documentary,-77.98
"Mummy, I'm a Zombie",64319.0,1000000.0,4.6,88.0,Fantasy,1454.75
The Bye Bye Man,7400000.0,26700000.0,4.3,96.0,Horror,260.81
Love,3000000.0,249083.0,6.1,134.0,Drama,-91.7
Not Cool,800000.0,36026.0,3.5,93.0,Comedy,-95.5
The Sailor Takes a Wife,1012000.0,2559000.0,6.0,92.0,Comedy,152.87
The White Angel,506000.0,1416000.0,6.6,92.0,Drama,179.84
Yellowbird,6443990.0,3790114.0,5.5,90.0,Animation,-41.18
Creature 3D,33000000.0,42000000.0,3.3,134.0,Science Fiction,27.27
One Week,77575.0,190441.0,6.4,97.0,Drama,145.49
The Guide,722083.0,499168.0,7.7,120.0,History,-30.87
Kong: Skull Island,185000000.0,566652812.0,6.7,118.0,Action,206.3
Moomins on the Riviera,4700000.0,2200510.0,6.0,80.0,Animation,-53.18
The Hole,3200000.0,752786.0,5.9,90.0,Comedy,-76.48
Top Cat Begins,8000000.0,4668442.0,4.3,89.0,Comedy,-41.64
The 33,25000000.0,24900000.0,6.9,120.0,Drama,-0.4
Deadpool,58000000.0,782837347.0,8.0,108.0,Action,1249.72
The Wailing,10951000.0,49851770.0,7.4,156.0,Horror,355.23
Billy Lynn's Long Halftime Walk,40000000.0,30930984.0,6.2,113.0,Drama,-22.67
Kidnap,21000000.0,30718107.0,5.9,95.0,Action,46.28
The Age of Adaline,25000000.0,65663276.0,7.2,112.0,Romance,162.65
Trumbo,15000000.0,8235661.0,7.4,124.0,Drama,-45.1
Dinosaur Island,12000000.0,39296.0,3.7,90.0,Adventure,-99.67
Maze Runner: The Scorch Trials,61000000.0,312296056.0,6.3,131.0,Science Fiction,411.96
Pete's Dragon,65000000.0,143695338.0,6.7,103.0,Adventure,121.07
Lou!,6113859.0,1581125.0,6.1,104.0,Comedy,-74.14
Bone Tomahawk,1800000.0,475846.0,7.1,133.0,Western,-73.56
The Boss Baby,125000000.0,527965936.0,6.3,97.0,Animation,322.37
Everybody Wants Some!!,10000000.0,3400278.0,6.9,117.0,Comedy,-66.0
Saving Christmas,500000.0,2800000.0,1.3,79.0,Comedy,460.0
Burnt,20000000.0,36606743.0,6.6,100.0,Drama,83.03
Me Before You,20000000.0,207945075.0,7.4,110.0,Drama,939.73
Bridge of Spies,40000000.0,165478348.0,7.6,141.0,Thriller,313.7
Vacation,31000000.0,104400000.0,6.2,99.0,Comedy,236.77
The Night Before,25000000.0,52395996.0,6.4,101.0,Comedy,109.58
Love & Friendship,3000000.0,21401949.0,6.4,94.0,Drama,613.4
Christian Mingle,650000.0,25480.0,4.2,99.0,Romance,-96.08
Deepwater Horizon,110000000.0,121790376.0,7.1,107.0,Drama,10.72
Per l'amor di Dio,80000.0,5000.0,7.1,70.0,Documentary,-93.75
Evicted,100000.0,500000.0,3.6,99.0,Comedy,400.0
Kill Dil,6431385.0,8376879.0,4.5,127.0,Action,30.25
Vellimoonga,420000.0,3700000.0,7.5,129.0,Comedy,780.95
Bañeros 4: Los rompeolas,200000.0,5176467.0,1.4,84.0,Comedy,2488.23
Soekarno,799749.0,1771751.0,6.9,137.0,Drama,121.54
PK,13000000.0,118920000.0,8.1,153.0,Comedy,814.77
Old Fashioned,600000.0,1914090.0,5.0,115.0,Romance,219.02
The Man Who Killed Don Quixote,19116000.0,2433457.0,6.3,133.0,Adventure,-87.27
Suicide Squad,175000000.0,749200054.0,5.9,122.0,Action,328.11
Wonder Woman,149000000.0,823970682.0,7.3,141.0,Action,453.0
Aquaman,160000000.0,1152028393.0,6.8,143.0,Action,620.02
I Saw the Light,13000000.0,1646788.0,5.8,123.0,Music,-87.33
Jigsaw,10000000.0,104223315.0,5.7,91.0,Horror,942.23
The Visit,5000000.0,98450062.0,6.3,94.0,Horror,1869.0
The Dressmaker,11930000.0,25003426.0,7.0,118.0,Drama,109.58
Mafia Millionaires,2000000.0,79088.0,5.9,104.0,Crime,-96.05
Oka Laila Kosam,200.0,100.0,6.0,150.0,Romance,-50.0
The Flash,220000000.0,271333313.0,6.6,144.0,Adventure,23.33
Cemetery of Splendor,980000.0,89487.0,6.8,122.0,Drama,-90.87
Trash,850000.0,5154.0,5.4,95.0,Drama,-99.39
Expend4bles,100000000.0,37917985.0,4.8,103.0,Action,-62.08
The Gallows,100000.0,42964410.0,4.2,81.0,Horror,42864.41
Avengers: Endgame,356000000.0,2799439100.0,8.4,181.0,Adventure,686.36
Avengers: Infinity War,300000000.0,2052415039.0,8.4,149.0,Adventure,584.14
Captain Marvel,152000000.0,1131416446.0,6.7,124.0,Action,644.35
Jimmy Vestvood: Amerikan Hero,2500000.0,230069.0,5.1,84.0,Comedy,-90.8
The 5th Wave,38000000.0,109906372.0,5.2,112.0,Science Fiction,189.23
Mojin: The Lost Legend,37000000.0,278300000.0,5.9,127.0,Action,652.16
Life,12000000.0,1231606.0,6.0,112.0,Drama,-89.74
Dragon Blade,65000000.0,121545703.0,5.9,127.0,Adventure,86.99
HalloweeNight,4.0,1.0,4.4,85.0,Horror,-75.0
World War III,1500000.0,4500000.0,6.9,105.0,Comedy,200.0
Capture the Flag,14000000.0,8306690.0,5.8,94.0,Comedy,-40.67
Sin of an Angel,2000000.0,1000000.0,7.4,110.0,Science Fiction,-50.0
3 Generations,10000000.0,680351.0,6.0,87.0,Comedy,-93.2
Annihilation,40000000.0,43070915.0,6.8,115.0,Science Fiction,7.68
Don't Breathe,9900000.0,158906350.0,7.1,89.0,Horror,1505.11
13 Hours: The Secret Soldiers of Benghazi,50000000.0,69411370.0,7.3,144.0,War,38.82
The Finest Hours,80000000.0,52099090.0,6.7,117.0,Action,-34.88
Replicas,30000000.0,8100000.0,5.5,107.0,Science Fiction,-73.0
Truth,9600000.0,5383097.0,6.8,125.0,Drama,-43.93
Atrocious,7000.0,74.0,4.9,79.0,Horror,-98.94
Yennai Arindhaal,7900000.0,16000000.0,7.3,176.0,Thriller,102.53
Downsizing,68000000.0,55003890.0,5.8,135.0,Drama,-19.11
Elvis & Nixon,5000000.0,1100000.0,6.3,86.0,Drama,-78.0
We Are Your Friends,6000000.0,11100000.0,6.2,96.0,Drama,85.0
Message from the King,10000000.0,315132.0,6.4,102.0,Action,-96.85
The Neon Demon,7000000.0,3400000.0,6.1,118.0,Horror,-51.43
Toy Story 4,175000000.0,1073841394.0,7.6,100.0,Family,513.62
Sanky Panky 2,1000000.0,2331421.0,5.5,99.0,Comedy,133.14
The Opposite Sex,3300000.0,50206.0,4.5,96.0,Comedy,-98.48
Blowfly Park,50.0,60.0,5.4,96.0,Drama,20.0
Equals,16000000.0,2084628.0,6.0,102.0,Drama,-86.97
Welcome Home,300000.0,17888.0,6.1,116.0,Comedy,-94.04
Kalbimin Şarkısı,55000.0,100000.0,6.7,87.0,Drama,81.82
Criminal,31500000.0,14708696.0,6.3,113.0,Action,-53.31
Iron Sky: The Coming Race,17500000.0,392166.0,5.0,93.0,Action,-97.76
Snowden,40000000.0,37357216.0,7.3,134.0,Drama,-6.61
Damga,55000.0,105000.0,5.4,95.0,Drama,90.91
Strange Magic,100000000.0,13603453.0,5.8,99.0,Music,-86.4
Naturally Native,700000.0,10508.0,6.4,107.0,Drama,-98.5
My Big Fat Greek Wedding 2,18000000.0,90632641.0,6.0,94.0,Romance,403.51
Central Intelligence,50000000.0,216972543.0,6.3,107.0,Action,333.95
The Accountant,44000000.0,155160045.0,7.3,128.0,Crime,252.64
Chaar Sahibzaade,2500000.0,8800000.0,7.7,128.0,Animation,252.0
The Revenge of Angel,436040.0,435191.0,7.0,91.0,Horror,-0.19
The Invisible Boy,8000000.0,5216102.0,6.2,100.0,Comedy,-34.8
Dragon Ball Z: Resurrection 'F',5000000.0,61768190.0,7.1,93.0,Action,1135.36
Money Monster,27000000.0,93282604.0,6.5,98.0,Thriller,245.49
Pokémon the Movie: Diancie and the Cocoon of Destruction,24720400.0,28595105.0,5.5,76.0,Animation,15.67
Demolition,10000000.0,4366460.0,7.0,101.0,Comedy,-56.34
Woman in Gold,11000000.0,61619773.0,7.3,109.0,Drama,460.18
The Perfect Guy,12000000.0,60273173.0,5.6,100.0,Drama,402.28
The Bélier Family,11000000.0,72775689.0,7.3,105.0,Comedy,561.6
Boonie Bears: Homeward Journey,1300000.0,156002.0,5.7,68.0,Comedy,-88.0
Green Eyes,20000.0,5000.0,5.5,114.0,Romance,-75.0
Continental,2595182.0,288486.0,6.0,96.0,Crime,-88.88
The Magic Snowflake,10000000.0,78.0,6.2,82.0,Family,-100.0
Power Rangers,105000000.0,142300000.0,5.9,124.0,Action,35.52
The Shamer's Daughter,7500000.0,2348712.0,6.0,96.0,Fantasy,-68.68
Freeheld,7000000.0,573335.0,6.6,103.0,Romance,-91.81
The Danish Girl,15000000.0,64200000.0,7.1,119.0,Drama,328.0
The Invitation,1000000.0,354835.0,6.6,100.0,Thriller,-64.52
Kayal,770000.0,3100000.0,6.5,135.0,Drama,302.6
Southpaw,30000000.0,91709827.0,7.3,123.0,Action,205.7
Dandupalya,430000.0,5800000.0,6.6,126.0,Thriller,1248.84
I Smile Back,495000.0,63373.0,6.2,85.0,Drama,-87.2
Tangerine,100000.0,925000.0,7.1,87.0,Comedy,825.0
The Manny,9000000.0,15772833.0,5.6,110.0,Comedy,75.25
War Dogs,50000000.0,86234523.0,7.1,114.0,Comedy,72.47
The Bronze,3500000.0,615816.0,6.1,108.0,Drama,-82.41
Dark Delusion,875000.0,718000.0,6.1,90.0,Mystery,-17.94
Last Knights,40000000.0,3643591.0,6.2,115.0,Action,-90.89
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,245623848.0,5.9,112.0,Action,81.94
The D Train,447524.0,771317.0,5.1,101.0,Comedy,72.35
Dope,7000000.0,17986781.0,7.2,103.0,Crime,156.95
300 Worte Deutsch,2000000.0,276792.0,5.6,92.0,Comedy,-86.16
Wolf Totem,38000000.0,123205624.0,6.6,116.0,Adventure,224.23
Grandma,600000.0,7200000.0,6.7,78.0,Comedy,1100.0
Do You Believe?,2300000.0,14410698.0,6.1,115.0,Drama,526.55
Winter Carnival,412640.0,474286.0,5.5,105.0,Romance,14.94
The Adventure of Sudsakorn,157000.0,62700.0,5.0,82.0,Adventure,-60.06
The Little Prince,64000000.0,97571250.0,7.6,108.0,Adventure,52.46
Patterns of Evidence: The Exodus,300000.0,925576.0,7.0,115.0,Documentary,208.53
Blood Father,13000000.0,6903033.0,6.4,88.0,Action,-46.9
Gazgolder: The Movie,2800000.0,1782801.0,2.6,119.0,Crime,-36.33
I'll See You in My Dreams,1000000.0,7449681.0,6.7,92.0,Drama,644.97
Zid,1556288.0,1268395.0,4.5,128.0,Thriller,-18.5
The Witch,4000000.0,40423945.0,7.0,92.0,Horror,910.6
Cop Car,800000.0,143658.0,6.3,88.0,Crime,-82.04
The Founder,15000000.0,24121245.0,7.2,115.0,Drama,60.81
Youth,13360000.0,2000000.0,7.3,125.0,Comedy,-85.03
Southside with You,1500000.0,6628603.0,6.3,80.0,Romance,341.91
Pisaasu,310000.0,1200000.0,7.5,114.0,Drama,287.1
The Great Wall,150000000.0,331957105.0,5.9,103.0,Action,121.3
I Proud to Be an Indian,1185140.0,887613.0,6.1,129.0,Action,-25.1
Aithe,179400.0,1500000.0,7.9,140.0,Adventure,736.12
Creed,37000000.0,173600000.0,7.6,133.0,Action,369.19
Maggie's Plan,2000000.0,3400000.0,6.2,98.0,Drama,70.0
Tevar,5600000.0,7800000.0,4.2,159.0,Thriller,39.29
Warriors of the Rainbow: Seediq Bale - Part 2: The Rainbow Bridge,25000000.0,29000000.0,7.6,132.0,Action,16.0
Kubo and the Two Strings,60000000.0,76249438.0,7.7,102.0,Animation,27.08
La La Land,30000000.0,509183536.0,8.0,129.0,Comedy,1597.28
Six Degrees of Celebration 1914,2426950.0,12848123.0,4.5,106.0,Comedy,429.39
Rege,380000.0,980000.0,7.5,130.0,Thriller,157.89
Green Room,5000000.0,3800000.0,7.0,95.0,Horror,-24.0
Revolt,4000000.0,24416.0,5.3,87.0,Science Fiction,-99.39
The Lost City of Z,30000000.0,8574339.0,6.6,141.0,Adventure,-71.42
Spotlight,20000000.0,98690254.0,8.1,129.0,Drama,393.45
By the Sea,10000000.0,3727746.0,5.3,122.0,Drama,-62.72
Tale of Tales,12000000.0,5500277.0,6.4,134.0,Romance,-54.16
I'm Not Angry!,10000.0,100000.0,6.7,110.0,Drama,900.0
Shin Godzilla,15000000.0,78053145.0,6.8,120.0,Action,420.35
Absolution,2000000.0,148205.0,6.2,93.0,Thriller,-92.59
Animal Crackers,17000000.0,13285512.0,5.8,105.0,Comedy,-21.85
Puss in Boots: The Last Wish,90000000.0,484700000.0,7.8,103.0,Animation,438.56
Lokmanya: Ek YugPurush,1700000.0,930000.0,8.2,139.0,History,-45.29
Spider-Man: Homecoming,175000000.0,880166924.0,7.4,133.0,Action,402.95
Florence Foster Jenkins,29000000.0,48902953.0,6.8,110.0,Comedy,68.63
Ghost in the Shell,110000000.0,169801921.0,6.3,107.0,Science Fiction,54.37
Accidental Love,26000000.0,24487.0,4.1,100.0,Romance,-99.91
Mike and Dave Need Wedding Dates,33000000.0,77100000.0,6.0,98.0,Comedy,133.64
The Greatest Showman,84000000.0,459066134.0,7.5,105.0,Drama,446.51
Free State of Jones,50000000.0,25035950.0,6.9,140.0,Action,-49.93
The Bad Batch,6000000.0,180851.0,5.2,119.0,Horror,-96.99
Supari,578861.0,361618.0,4.3,143.0,Action,-37.53
Bombay Velvet,18000000.0,1500000.0,5.5,151.0,Crime,-91.67
The Purge: Election Year,10000000.0,118587880.0,6.0,109.0,Action,1085.88
Crazy Bitches,3.0,2.0,3.4,100.0,Comedy,-33.33
Roy,500.0,5400.0,3.2,146.0,Romance,980.0
The Last: Naruto the Movie,750000.0,19840000.0,7.6,114.0,Action,2545.33
Queen of Katwe,15000000.0,10367161.0,7.4,124.0,Drama,-30.89
Siti,8057.0,23742.0,7.4,88.0,Drama,194.68
Hillsong: Let Hope Rise,10000000.0,2600000.0,6.0,103.0,Documentary,-74.0
Casa Amor: Exclusive for Ladies,28600000.0,998000.0,6.1,112.0,Comedy,-96.51
Colonia,14000000.0,3621046.0,7.0,106.0,Drama,-74.14
The Big Short,28000000.0,133346506.0,7.8,131.0,Comedy,376.24
The Young Messiah,18500000.0,6500000.0,5.7,120.0,Drama,-64.86
Look Who's Back,3196621.0,25513752.0,7.0,116.0,Comedy,698.15
Hardcore,5000.0,5000.0,6.7,63.0,Documentary,0.0
Eddie the Eagle,23000000.0,46152411.0,7.3,106.0,Comedy,100.66
Aferim!,1379375.0,105097.0,7.6,108.0,Drama,-92.38
Ratter,500000.0,110834.0,4.8,80.0,Drama,-77.83
Dark Phoenix,200000000.0,252442974.0,5.7,114.0,Science Fiction,26.22
Detective Byomkesh Bakshy!,5100000.0,5200000.0,7.6,139.0,Action,1.96
Italiano medio,1816720.0,4541800.0,6.1,90.0,Comedy,150.0
"Hello, My Name Is Doris",1000000.0,14659448.0,6.6,95.0,Comedy,1365.94
High School Musical: The Challenge Brazil,50000.0,1149000.0,3.3,90.0,Music,2198.0
The Boy,10000000.0,73929392.0,6.0,98.0,Horror,639.29
Beauty and the Beast,160000000.0,1266115964.0,7.1,129.0,Family,691.32
Steve Jobs,30000000.0,34400000.0,7.2,122.0,Drama,14.67
Let's Try Again,250.0,183.0,4.9,67.0,Drama,-26.8
Concussion,35000000.0,50400000.0,7.1,123.0,Drama,44.0
Nine Lives,30000000.0,57814445.0,5.3,86.0,Fantasy,92.71
Bis,14000000.0,10846026.0,5.5,98.0,Comedy,-22.53
War Room,3000000.0,73267874.0,6.5,120.0,Drama,2342.26
Badlapur,3700000.0,11480000.0,7.4,134.0,Crime,210.27
Mune: Guardian of the Moon,17000000.0,15730665.0,7.1,86.0,Animation,-7.47
Ride Along 2,40000000.0,124827316.0,5.9,102.0,Action,212.07
The Boss,29000000.0,78600000.0,5.4,91.0,Comedy,171.03
Race,5000000.0,24804129.0,7.1,134.0,Drama,396.08
Jugadores con patente,210000.0,500000.0,8.6,80.0,Documentary,138.1
Krisha,30000.0,144822.0,7.1,81.0,Drama,382.74
Karar: The Deal,130138.0,202593.0,4.3,115.0,Thriller,55.68
Sleepless,30000000.0,32540674.0,5.6,95.0,Action,8.47
In the Lost Lands,55000000.0,4755330.0,4.7,102.0,Action,-91.35
John Wick: Chapter 2,40000000.0,171539887.0,7.4,122.0,Action,328.85
Jason Bourne,120000000.0,415484914.0,6.6,123.0,Action,246.24
Hacksaw Ridge,40000000.0,175302354.0,8.1,139.0,Drama,338.26
The Lego Batman Movie,80000000.0,311950384.0,7.3,104.0,Animation,289.94
Despicable Me 3,80000000.0,1034800131.0,6.3,90.0,Action,1193.5
Spider-Man: Into the Spider-Verse,90000000.0,393602435.0,8.4,117.0,Animation,337.34
Neighbors 2: Sorority Rising,35000000.0,108007109.0,5.7,92.0,Comedy,208.59
The Hollars,3800000.0,1016985.0,6.6,88.0,Comedy,-73.24
Hardcore Henry,2000000.0,16810562.0,6.7,96.0,Action,740.53
The Vicious Breed,50.0,60.0,5.6,86.0,Drama,20.0
Temper,5400000.0,11600000.0,7.4,147.0,Action,114.81
The Infiltrator,28000000.0,21011110.0,7.0,127.0,Crime,-24.96
Serial Teachers 2,17000000.0,25364150.0,4.4,93.0,Comedy,49.2
The Battalion,10000000.0,7547762.0,6.4,120.0,War,-24.52
Ooops! Noah Is Gone...,6000000.0,22783699.0,5.8,85.0,Animation,279.73
Pound of Flesh,7500000.0,163080.0,5.1,104.0,Action,-97.83
American Pastoral,10000000.0,1715728.0,6.1,108.0,Crime,-82.84
Spinning Gold,27000000.0,66284.0,5.9,137.0,Music,-99.75
Barbershop: The Next Cut,20000000.0,55030051.0,5.9,112.0,Comedy,175.15
The Easy Way Out,2728621.0,329017.0,5.4,98.0,Comedy,-87.94
People Get Eaten,2500000.0,2651302.0,6.6,104.0,Comedy,6.05
Chirodini Tumi Je Amar,138000.0,236000.0,6.8,155.0,Romance,71.01
Soulless 2,2265160.0,9194350.0,6.1,107.0,Drama,305.9
The Secret Life of Pets,75000000.0,875457937.0,6.5,86.0,Family,1067.28
Nerve,19000000.0,85241496.0,6.5,96.0,Mystery,348.64
The Gift,5000000.0,58978653.0,7.0,108.0,Thriller,1079.57
The Lady in the Van,6000000.0,41387687.0,6.7,104.0,Comedy,589.79
O Kadhal Kanmani,940000.0,5100000.0,7.4,139.0,Romance,442.55
Crystal,310000.0,570000.0,6.0,105.0,Drama,83.87
The Forest,10000000.0,37608299.0,4.8,95.0,Horror,276.08
My King,10600000.0,8000000.0,7.1,125.0,Drama,-24.53
Standing Tall,5000000.0,26144.0,6.9,119.0,Drama,-99.48
Zoolander 2,50000000.0,56722693.0,4.7,100.0,Comedy,13.45
Arrival,47000000.0,203388186.0,7.9,116.0,Drama,332.74
Shut In,10000000.0,13082071.0,4.8,91.0,Drama,30.82
Dumbo,170000000.0,353284621.0,6.2,112.0,Family,107.81
Indru Netru Naalai,620000.0,1400000.0,8.0,146.0,Comedy,125.81
NH10,200000.0,5100000.0,7.2,115.0,Crime,2450.0
Frozen II,150000000.0,1453683476.0,6.8,103.0,Family,869.12
Rogue One: A Star Wars Story,200000000.0,1056057273.0,7.8,133.0,Action,428.03
The Choice,10000000.0,23730891.0,6.5,111.0,Drama,137.31
The Brand New Testament,8700000.0,15709652.0,7.1,114.0,Comedy,80.57
"Kidnapping, Caucasian Style",3500000.0,179000.0,1.2,95.0,Romance,-94.89
Song to Song,10000000.0,1710528.0,5.6,129.0,Romance,-82.89
Selam: Bahara Yolculuk,500000.0,500001.0,7.1,126.0,Drama,0.0
Captive,2000000.0,2801508.0,5.4,97.0,Crime,40.08
Keeping Up with the Joneses,40000000.0,29900000.0,5.9,105.0,Action,-25.25
Little Women,40000000.0,216600000.0,7.8,135.0,Drama,441.5
Boonie Bears: Robo-Rumble,3000000.0,108097.0,7.7,55.0,Comedy,-96.4
The Great Gilly Hopkins,5000000.0,97798.0,6.5,99.0,Comedy,-98.04
Veedu,20000.0,120000.0,8.4,108.0,Drama,500.0
Babysitting 2,9458736.0,24563629.0,6.4,93.0,Comedy,159.69
Storks,70000000.0,182379278.0,6.8,87.0,Adventure,160.54
Secret of the Sukharev Tower. Magician of Balance,1133865.0,8442829.0,5.5,76.0,Animation,644.61
A Star Is Born,36000000.0,436388866.0,7.6,136.0,Music,1112.19
The Shallows,17000000.0,119100758.0,6.3,86.0,Horror,600.59
Bilal: A New Breed of Hero,30000000.0,1750000.0,7.6,105.0,Animation,-94.17
The Odyssey,20000000.0,9722918.0,6.6,122.0,Adventure,-51.39
Oru Vadakkan Selfie,670000.0,4700000.0,6.7,143.0,Comedy,601.49
Piku,5500000.0,22159216.0,7.6,123.0,Comedy,302.89
Julieta,1490000.0,22468044.0,7.1,98.0,Drama,1407.92
Bleed for This,6000000.0,6174491.0,6.8,116.0,Drama,2.91
Gloria del Pacífico,200000.0,68294.0,8.5,150.0,Drama,-65.85
Ready Player One,175000000.0,607274134.0,7.4,140.0,Adventure,247.01
Love the Coopers,17000000.0,42426912.0,5.8,107.0,Comedy,149.57
Eye in the Sky,13000000.0,18704595.0,7.3,102.0,Drama,43.88
